"","Aqua.Cap.items","Country","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"624","Bigeye tuna, Skipjack tuna, Tuna, Yellowfin tuna","French Polynesia",582.75,0,127,41,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,137.5,0,266.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"625","Bigeye tuna, Skipjack tuna, Yellowfin tuna, Tuna and bonito","French Polynesia",957.2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.17,130.19,0,486.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.94,104.7555
"626","Freshwater fish, Marine fish","French Polynesia",6963.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,0,0,0,0,499.25,6.75,1274,1171.5,772.5,350.25,361.5,293.75,366.25,0,107,192.5,258.5,382.88,349.29,329.45,235.2,0,0,0,0
"627","Freshwater fish, Marine fish","Gabon",430.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.12,0,0,0,0,0,0,369.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"628","Pomfret and ocean breams","Gabon",413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"629","Tuna, Tuna and bonito","Gabon",476.3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.3294
"630","Fish","Gambia",2634.46,0,0,0,0,0,0,0,0,0,0,0,0,241.56,300.04,76.54,98.52,78.88,0,0,149,80,0,202.66,247,212,110,0,71,0,62,0,609.26,0,0,0,0,0,0,0,0,0,0,96,0
"631","Freshwater fish, Marine fish","Gambia",94872.436,5637,10111,5717,4230,3525,2633.88,2831.6,1602.24,0,1488.96,941.88,1333.86,1480.18,1734.46,1500.48,1512.44,2149.12,2683.82,3444.1,1976.5,2742.62,1560.88,1404.78,1266.56,644.64,327.27,1001.68,827.32,348.5,972.02,67.53,1304.73,1390.6,2771.4,4769.36,2331.03,3494.24,1065.27,421.75,1051.8,2116.49,3199.74,2460.1,798.606
"632","Marine fish","Gambia",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
"633","Pilchards Sardinops spp, Pilchards Sardinops spp and Sardinellas, Sardine, European pilchard","Gambia",279.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.3,0,0,0,0
"634","Salmon","Gambia",3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,2,0,1,0,1,25,4,365,913,110,731,33,89,0,385,320,288,0,0,0
"635","Tonguesole","Gambia",4259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,9,3,0,0,0,0,10,0,1,27,27,563,1425,1116,165,20,219,322,47,280,0,0
"636","Tuna","Gambia",535.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,2,0,0,30,351.82,139,0,0,0,0,0,0,0,0,0
"637","Cape horse mackerel, Chilean jack mackerel, Greenback horse mackerel, Mackerel, Mediterranean horse mackerel","Georgia",132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0
"638","Fish","Georgia",270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"639","Freshwater fish, Marine fish","Georgia",752.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06999999999994,0,0,546.68,0,202.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640","Marine fish","Georgia",7964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3390,0,4574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641","Pilchards Sardinops spp, Sardine, South American pilchard","Georgia",42317.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.5,2641.34,0,711.98,0,0,0,0,4601.7,14807.4,16772.58,2550.1,0,0,0,0,0,0,0,0
"642","Rainbow trout","Georgia",156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"643","Anchovy, European anchovy","Germany",125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,15,0,0,0,0,0,0
"644","Atlantic and Pacific bluefin tuna, Bullet tuna, Skipjack tuna, Tuna, Tuna and bonito, Yellowfin tuna","Germany",9812.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.4,0,0,0,119.7,37.24,375.06,752.78,0,0,0,0,119.7,1670.48,2284.94,2205.14,199.5,731.5,414.96,0,0,0,0,0,0,0,529.34,0
"645","Atlantic bonito, Tuna and bonito","Germany",4713.4366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597.28,1340.08,238.84,0,0,48.34,35.34,0,0,0,0,0,0,0,0,0,0,0,61.18,42.56,0,178.22,164.92,6.6766
"646","Atlantic chub mackerel, Atlantic horse mackerel, Atlantic mackerel, Blue mackerel, Cape horse mackerel, Chilean jack mackerel, Chub mackerel, Jack and horse mackerel, West African Spanish mackerel, Mackerel and escolar","Germany",121841.8343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2888.01,2608.67,0,0,0,0,3051.26,2066.37,1891.07,11015.88,15714.84,6454.71,13864.73,14374.13,8611.96,8919.82,17910.02,12344.31,126.0543
"647","Atlantic cod, Pacific cod","Germany",214788.01,25506.47,17583.51,15608.24,25010.55,12583.71,6904.78,9506.93,7244.49,6213.31,4364.92,0,0,13805.91,24780.07,20679.21,14503.81,9785.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706.699999999997,0,0,0,0,0,0,0,0,0,0
"648","Atlantic cod, Pacific cod, Argentine hake, Cape hake, European hake, Hake, Hake of the genus Urophycis, North Pacific hake, Shallow-water Cape hake, Silver hake, Southern hake, White hake, Haddock","Germany",56171.22,0,0,0,0,0,0,0,0,0,0,0,0,4407.62,4740.12,11400.76,15404.06,20218.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"649","Atlantic halibut, Greenland halibut, Pacific halibut, Common dab, European flounder, Flounder, Witch flounder, American plaice, European plaice, Turbot, Megrim, Common sole, Lemon sole","Germany",24480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,91,7029,3581,0,0,308,703,1007,848,1174,804,852,312,0,2034,1784,925,1341,1238,0,0,0,0,0,0,0,0
"650","Atlantic horse mackerel, Cape horse mackerel, Chilean jack mackerel, Mackerel, Mackerel and escolar","Germany",830895.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939,9564,6267,13207,10573,13638,28277,34713,32398,49697,15256,19660,20769,22593,15843,22944,11322,52203,72725,44644,55609,37651,45445,44587,44054,19498,43009,9714,17523,15573.53
"651","Atlantic redfish, Golden redfish","Germany",4206.75,700,746.25,518.75,0,0,272.5,266.25,586.25,321.25,277.5,0,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.25,0,0
"652","Atlantic salmon, Atlantic salmon and Danube salmon, Pacific salmons, Salmon, Salmon and trout and char, Sockeye salmon, Brook trout, Rainbow trout, Sea trout, Trout, Trout and char","Germany",7435.5487,1885.4,4001.62,0,0,48.5,13.16,0,0,23.92,69.46,12.58,56.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.66,278.36,572.31,207.1987
"653","Atlantic salmon, Salmon","Germany",8,0,0,0,2,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"654","Blue shark, Dogfish shark, Dogfish sharks Squalidae, Catshark and nursehound","Germany",13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","Blue whiting, Southern blue whiting, Whiting","Germany",928.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,147.5,0,0,0,0,0,0,0,0,0,273.75,0,0,0,25,63.75,65,31,28,19.75,53,38,59,71,44.74
"656","Blue whitings","Germany",275957.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,586,170,572,0,1160,552,14714,10088,0,8884,0,2379,25679,21464,1965,13601,323,6126,13868,13363,10131,3533,44141,40459,42100.41
"657","Catfish","Germany",924.5,0,0,0,0,0,0,0,0,0,0,0,0,0,27,56,45,58,22,0,66,28,13,15,23,30,24,34,19,32,29,21,24,33,20,23,23,16,45,38,39,28,40,34,19.5
"658","Cod","Germany",49935.25,0,0,0,0,0,0,0,0,0,0,0,0,6026.5,8387,6022.5,4693.5,3644.5,1341.75,3404.5,2607,4958.5,4106.25,1346.75,346.75,0,0,0,0,0,0,0,0,0,0,0,0,2245.5,650,154.25,0,0,0,0,0
"659","European flounder, Witch flounder","Germany",1297.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25.75,0,34,0,0,160.75,284.75,128.75,0,0,0,0,0,0,0,0,0,0,0,0,308.25,272.75,25.5,12,0,0,0,0,0
"660","European pilchard, Sardine and Pilchard, South American pilchard","Germany",250627.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10025,26865,22047,25326,0,101,4099,666,1700,0,16179,12949,0,0,1992,5293,18625,98,5763,18815,20422,20912,26207,12543.07
"661","European seabass","Germany",4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"662","European sprat","Germany",532278.26,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,0,0,0,0,16781,39240,41990,29402,44893,55796,42438,44976,25229,20749,19793,24860,31426,3109,22624,34524,32408.26
"663","Fish","Germany",28797.1424,0,0,0,0,0,0,0,0,0,0,0,0,16536.06,0,0,0,0,6513.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.25,0,0,0,0,5513.49,132.6924
"664","Flatfish","Germany",461.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,47,0,0,273,0,78,0,0,0,1.55
"665","Freshwater fish, Marine fish","Germany",2426393.5607,15911.59,11106.61,11666.21,7431.34,493.580000000002,0,0,7896.63,11023.01,33272.04,42136.28,49693.01,5527.62,6823.52,0,0,0,19276.55,25551.52,25741.08,38286.76,51516.75,49068.03,41362.89,53912.19,59687.17,77040.91,87620.35,106097.66,104711.75,99366.94,123979.39,153230.17,142778.21,115489.47,97622.95,71768.51,107484.55,114855.34,105180.13,86912.17,84333.15,88984.62,91552.9107
"666","Freshwater fish, Marine fish, Fish","Germany",4546.4454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.66,779.38,1925.84,1013.46,532,0,0,0,27.1054
"667","Hake, White hake","Germany",93,0,0,0,0,0,0,0,0,0,0,0,0,77.25,0,0,0,0,0,0,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,2.75,0
"668","Little tunny","Germany",817.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817.74,0,0,0,0,0,0,0,0,0,0
"669","Mackerel, Mackerel and escolar","Germany",30715.58,0,0,0,0,0,0,0,0,0,0,0,0,0,98,24,0,63,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,15787,1462,525,1,2981,1018,2288,1228,897,3705.58
"670","Madeiran sardinella, Pilchards Sardinops spp and Sardinellas, Round sardinella, Sardine, Sardine and Pilchard, European pilchard, South American pilchard","Germany",2135.98,0,0,0,0,0,0,0,0,0,0,0,0,188.86,202.16,0,0,0,0,0,297.92,303.24,0,260.68,0,829.92,0,0,0,0,53.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671","Marine fish","Germany",90.7925,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5,3.5,11.7925
"672","Nile perch","Germany",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
"673","Patagonian grenadier, Roundnose grenadier","Germany",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"674","Picked dogfish, Picked dogfish and catsharks Scyliorhinus spp, Blue shark, Shark, Dogfish shark, Dogfish sharks Squalidae, Catshark and nursehound","Germany",819.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,98.5,312.75,188,172.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"675","Ray and skate, Thornback ray","Germany",72.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,6,0,0,21,26.83
"676","Tuna, Tuna and bonito","Germany",699.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,92,12,12,27,151,154,132,34.31
"677","Atlantic and Pacific bluefin tuna, Bigeye tuna, Bullet tuna, Skipjack tuna, Southern bluefin tuna, Yellowfin tuna, Tuna and bonito","Ghana",1656349.5171,0,0,36800,38100,30486.36,35716.6,34058.08,31460,27098.74,31974.3,31847.8,19277,21902,8709,19262,24988.8,17966,22473,32074,39750,45296.62,45966.1,39105.46,61059.5,68431.5,65150.58,36334.44,40997.6,83286.88,41430.96,20448.96,30780.58,21205.72,25982.74,31038.96,35480.62,41898.86,36272.68,41499.67,48365.32,63245.97,75739.91,75237.64,78148.5671
"678","Atlantic herring","Ghana",199.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.9,0,66.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"679","Atlantic salmon and Danube salmon, Pacific salmons, Salmon, Sockeye salmon, Trout and char","Ghana",1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,289,0,370,2,0,0,0,0,0,0,846,107,0,0,0,0,0
"680","Benguela hake, Shallow-water Cape hake","Ghana",156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"681","Cod","Ghana",25.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0.09
"682","Cod, Benguela hake, Hake, Shallow-water Cape hake, Haddock","Ghana",3227.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752.14,1776.25,699,0,0,0
"683","Flatfish","Ghana",360.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,97.5
"684","Freshwater fish, Marine fish","Ghana",13751.1,0,274.1,0,0,0,0,0,0,0,0,0,865.74,936.24,626.04,2755.14,1410,0,0,0,0,0,0,0,0,0,0,0,1925.64,0,4958.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685","Halibut, European plaice, Turbot, Common sole, Sole, Tonguesole","Ghana",27744.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,4051,4178,2719,6682.5,4352.5,3346,1874.37
"686","Nile tilapia, Catfish, North African catfish, Smoothmouth sea catfish","Ghana",322.2709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,5.64,5.64,14.1,67.68,61.12,165.2709
"687","Salmonids","Ghana",1179.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1178.83
"688","Tuna","Ghana",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0
"689","Tuna, Tuna and bonito","Ghana",6179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,6009,0
"690","Anchovy, European anchovy","Greece",22544.94,0,0,0,0,0,0,0,0,0,0,0,653,1304,1036,347,416,166,155,294,0,32,20,0,324,0,0,0,1627,951,388,1535,979,1144,888,515,973,1095,981,639,1524,996,1013,1643,906.94
"691","Annular seabream, Axillary seabream, Black seabream, Blackspot seabream, Gilthead seabream, Porgy and seabream, Saddled seabream, Sharpsnout seabream, White seabream","Greece",133020.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,1919,2377,2281,4653,5649,10834,3259,8839,5289,5368,9128,11986,4970,4065,3235,3807,4188,6312,5658,8274,8745,7550,976,1393,989.65
"692","Atlantic bluefin tuna, Tuna, Tuna and bonito","Greece",12553.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,92,3160,199,202,326,274,332,90,101,3175,164,1092,0,440,211,822,337,220,524,72,123,118,131,162,174.14
"693","Atlantic halibut, Greenland halibut, Halibut, Pacific halibut, Flounder, European plaice, Turbot, Megrim, Common sole, Lemon sole","Greece",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694","Atlantic horse mackerel, Mackerel, Mediterranean horse mackerel","Greece",1098.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,53,41,83,0,0,0,0,0,42,0,72,0,0,11,41,10,62,0,0,69,0,99,159,136,210.27
"695","Atlantic salmon, Atlantic salmon and Danube salmon, Pacific salmons, Salmon, Salmon and trout and char, Sockeye salmon, Rainbow trout, Trout, Trout and char","Greece",10315.66,0,0,0,0,0,178.34,3,0,0,0,0,0,0,0,43,110,213,401,658,480,298,0,0,0,177.72,261.16,0,1595.3,1439.78,2275.68,1220.34,335.34,626,0,0,0,0,0,0,0,0,0,0,0
"696","Atlantic salmon, Atlantic salmon and Danube salmon, Pacific salmons, Sockeye salmon","Greece",18495.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512.69,3472.59,0,2193.1,2800.74,2327.62,2867.57,4321.02,0
"697","Common carp","Greece",1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,802,360,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
"698","Common carp, Eels, European eel, Nile perch and snakeheads Channa spp","Greece",456.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.25,0,365.375
"699","Dogfish shark, Dogfish sharks Squalidae, Blue shark, Porbeagle shark, Shark","Greece",3663,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.25,0,0,0,1.25,4.25,0,0,0,0,0,0,0,0,0,0,832.5,475.5,702.5,688.75,928,0,0,0
"700","European anchovy","Greece",241991.5866,0,21.28,0,0,0,920.24,1017.06,2295.86,4234.26,7665.4,12675.64,19687.54,12012.24,19795.12,11596.44,7802.96,7058.12,8925.96,7926,6176.42,7153.26,6040.88,7782.04,9178.04,4279.16,2164.38,3091.32,9583.08,12671.24,13080.98,10837.22,6828.22,4524.54,1506.32,287.34,1027.2,546.02,968.12,424.24,2695.68,1900.94,1983.16,1766,1861.6666
"701","European eel","Greece",14977.195,0,0,0,0,0,332,512,638,732,522.5,567,523,341,280,340,296,408.5,512.5,497,0,367,396.5,601.5,485,334,783,151,883,616.5,17.5,305,0,46,0,8,99,670.5,774.5,286.5,484.5,403,323,266,174.695
"702","European seabass, Grouper and seabass","Greece",503829.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,676,679,2244,3586,4071,4502,7868,12363,7888,10795,10011,10895,15797,25097,22170,25912,34095,31530,33361,31378,28870,29115,34507,38967,36515,40824.18
"703","European sprat","Greece",1999.57,0,0,0,0,140,0,0,0,1,71,11,0,0,0,0,0,5,0,0,18,59,241,6,3,2,0,0,0,0,6,0,0,3,1,0,0,48,0,0,819,352,196,12,5.57
"704","Fish","Greece",5027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3483.36,1543.64,0
"705","Flatfish","Greece",520,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706","Freshwater fish, Marine fish, Fish","Greece",502.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.2,196.84,106.4,109.06,0,34.58,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0
"707","Hake","Greece",2913.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,419,1150,237.75,737,0,0,0,0,0,0,0,0,0,0
"708","Halibut","Greece",499,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,158,36,30,32,51,40,78,55,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","Herring, Shad, Pilchards Sardinops spp and Sardinellas, Round sardinella, Sardine and sardinella and sprat, European pilchard, European sprat, Brisling or sprats","Greece",9399.06,2862.3,2913.06,1212.6,1023.66,1387.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710","Little tunny","Greece",4593.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,12,807,289,507,399,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744.74,668,381,390.02,76,18,104,134.21
"711","Marine fish","Greece",26203.82,0,0,0,0,0,0,0,0,0,0,0,0,74,67,502,258,284,584,247,254,335,453,222,123,480.5,265,852.25,683,173,1097,2115.81,2379.36,2109.79,2799.25,2310.44,2194,3339,1073.99,0,0,98,708,82,40.43
"712","Pilchards Sardinops spp and Sardinellas, Round sardinella, Sardine and sardinella and sprat, European pilchard","Greece",710.22,0,0,0,0,0,0,0,0,0,0,0,0,71.82,55.86,13.3,71.82,61.18,103.74,15.96,39.9,0,0,0,0,98.42,87.78,0,0,0,0,0,0,0,0,0,0,90.44,0,0,0,0,0,0,0
"713","Rainbow trout, Trout, Trout and char","Greece",25554.6425,0,0,0,0,0,4,0,5,12.5,14.5,27.5,61,42.5,48,91.5,253,459.5,506.5,528.5,738.75,231.5,646,542,828.5,92.5,160.5,194,117,1191,1174.5,1178,695,708,603.5,0,766.25,1253,1170,1296.5,1811,1826.25,1844.75,2259.75,2172.3925
"714","Round sardinella, Sardine and sardinella and sprat, European pilchard","Greece",4550.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,21,0,0,784,318,417,441,153,233,148,0,85,56,225,65,0,123,107,129,64,68,373,232,230,275.27
"715","Salmon, Sockeye salmon","Greece",1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994,0,0,0,0,0,0
"716","Tilapia, Catfish, Wels catfish, Carps, Common carp","Greece",2721.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2703.75,0,4.3,0,13.11,0,0
"717","Tuna","Greece",902.5,0,0,0,0,47,0,80.5,0,60,0,0,0,0,0,0,0,0,140,317.75,257.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718","Tuna, Tuna and bonito","Greece",371,0,0,0,20,0,0,0,31,115,40,0,0,1,63,0,0,0,0,0,0,0,0,0,0,20,0,75,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"719","Fish","Guam",7494,0,286,1330,2473,1506,0,0,1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720","Atlantic salmon and Danube salmon, Pacific salmons, Salmon, Rainbow trout, Trout","Guatemala",3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,22,226,581,459,281,183,148,169,61,87,342,444,79,21,24,0,7,0,0,0,0,0
"721","Bigeye tuna, Frigate tuna, Skipjack tuna, Yellowfin tuna, Tuna and bonito","Guatemala",348618.9662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345.92,13398.74,9767.96,0,0,6940.96,4209.26,7132.44,12574.54,7578.18,36880.88,60344.4,54284.56,21091.42,18459.63,16110.78,16723.29,17190.68,15054.82,13351.36,16179.1462
"722","Common carp","Guatemala",1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.75,481.25,0,0,48.75,391.25,0
"723","Fish","Guatemala",414.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.08,0,0,0,0,0,0,0,8.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
